Content Type,Video title,Video publish date,Video publish year,definition,caption,pushblishDayName,tagCount,noOfWordsInTitle,durationSecs,likeCount,commentCount,Views,View-to-Like Ratio,Comments per View,Views per Minute,Interaction Rate
Video,Youtube Stat News - Vevo Gets 10 Bil. Views A Month Channel Milestones and more!,25-01-2024,2024,hd,FALSE,Thursday,11,15,328,1048,492,21227,4.9371084,2.317802798,3882.987805,7.254911198
Video,Big Changes??? Idk just watch the stupid video,26-01-2024,2024,hd,FALSE,Monday,11,8,394,674,177,21262,3.169974603,0.832471075,3237.86802,4.002445678
Video,How Much Money Does DramaAlert Make????,27-01-2024,2024,hd,FALSE,Friday,17,6,92,784,125,21107,3.714407543,0.59222059,13765.43478,4.306628133
Video,L0114R - Biblical Creeper Post for Post @L0114R,28-01-2024,2024,hd,FALSE,Friday,11,8,109,518,152,21249,2.437761777,0.71532778,11696.69725,3.153089557
Video,Why Do We Do Things That Are Bad For Us?????,29-01-2024,2024,hd,FALSE,Thursday,26,10,204,843,114,21717,3.881751623,0.524934383,6387.352941,4.406686006
Video,How To Monetize Your Videos And Make Lots Of Youtube Money!!$$$,30-01-2024,2024,hd,FALSE,Sunday,18,11,623,723,149,22082,3.274159949,0.674757721,2126.677368,3.948917671
Video,DIY $23.00 Mini Sound Booth? Does It Work?,31-01-2024,2024,hd,FALSE,Saturday,15,8,229,1708,149,76918,2.220546556,0.193712785,20153.18777,2.414259341
Video,Cut Coms vs Uncut Coms,01-02-2024,2024,hd,FALSE,Saturday,11,5,159,550,135,20889,2.632964718,0.646273158,7882.641509,3.279237876
Video,Minimum Wage,02-02-2024,2024,hd,FALSE,Thursday,11,2,119,938,139,34696,2.703481669,0.40062255,17493.78151,3.10410422
Video,My New Channel Trailer ;),03-02-2024,2024,hd,FALSE,Thursday,11,5,77,1075,116,34105,3.152030494,0.340126081,26575.32468,3.492156575
Video,Why I Changed My Channel Name,04-02-2024,2024,hd,FALSE,Sunday,11,6,196,2443,280,81719,2.989512843,0.342637575,25016.02041,3.332150418
Video,How Overpriced Is Movie Popcorn?????,05-02-2024,2024,hd,FALSE,Sunday,14,5,160,649,130,22648,2.865595196,0.574002119,8493,3.439597315
Video,Screw Warface,06-02-2024,2024,hd,FALSE,Saturday,11,2,217,729,182,23441,3.109935583,0.776417388,6481.382488,3.886352971
Video,My Problems,07-02-2024,2024,hd,FALSE,Friday,11,2,247,1403,246,37649,3.726526601,0.653403809,9145.506073,4.37993041
Video,Ma Channel,08-02-2024,2024,hd,FALSE,Wednesday,11,2,168,853,166,23495,3.630559694,0.706533305,8391.071429,4.337092999
Video,Remember When COD Was Fun?,09-02-2024,2024,hd,FALSE,Sunday,11,5,216,709,178,20889,3.394130882,0.852123127,5802.5,4.246254009
Video,My Baby Got a Virus :(,10-02-2024,2024,hd,FALSE,Saturday,11,6,175,1055,200,42178,2.501303997,0.474180853,14461.02857,2.97548485
Video,Modern Art Is A Joke,11-02-2024,2024,hd,FALSE,Saturday,11,5,169,768,145,26061,2.946932198,0.556386938,9252.426036,3.503319136
Video,Cheat Channels,12-02-2024,2024,hd,FALSE,Friday,11,2,214,707,189,23986,2.947552739,0.787959643,6725.046729,3.735512382
Video,Time,13-02-2024,2024,hd,FALSE,Wednesday,17,1,133,1101,126,41285,2.666828146,0.305195592,18624.81203,2.972023737
Video,2000 Subscribers,14-02-2024,2024,hd,FALSE,Saturday,14,2,145,8146,2109,168869,4.823857546,1.248897074,69876.82759,6.07275462
Video,Youtube,15-02-2024,2024,hd,FALSE,Tuesday,11,1,286,1355,193,45199,2.997853935,0.427000597,9482.307692,3.424854532
Video,How To SAT Get Into Yale,16-02-2024,2024,hd,FALSE,Monday,11,6,245,592,120,26717,2.215817644,0.449152225,6542.938776,2.664969869
Video,100k Subs With No Videos????,17-02-2024,2024,hd,FALSE,Saturday,11,5,257,8098,2860,399916,2.024925234,0.715150182,93365.60311,2.740075416
Video,Is Jacksepticeye A Millionaire?????? 2016,18-02-2024,2024,hd,FALSE,Thursday,15,5,190,2388,603,109195,2.18691332,0.552223087,34482.63158,2.739136407
Video,How Rich Is Buzz Feed???,19-02-2024,2024,hd,FALSE,Tuesday,11,5,205,634,164,30936,2.049392294,0.530126713,9054.439024,2.579519007
Video,How To Do A High School or College Paper!,20-02-2024,2024,hd,FALSE,Monday,11,9,236,1037,156,44518,2.329394852,0.350420055,11318.13559,2.679814906
Video,What is Crohns Disease?????,21-02-2024,2024,hd,FALSE,Saturday,11,4,423,16189,1207,394498,4.103696343,0.305958459,55957.16312,4.409654802
Video,What Happens If You Get A Copy Right Strike??,22-02-2024,2024,hd,FALSE,Friday,11,9,232,3870,537,142013,2.725102631,0.378134396,36727.5,3.103237028
Video,5 Steps To Becoming Successful On Youtube,23-02-2024,2024,hd,FALSE,Thursday,11,7,193,4165,486,76112,5.472198865,0.638532689,23661.76166,6.110731554
Video,Making Youtube a Priority,24-02-2024,2024,hd,FALSE,Wednesday,11,4,196,1011,175,31763,3.182948714,0.550955514,9723.367347,3.733904228
Video,Why I Was Not Uploading,25-02-2024,2024,hd,FALSE,Saturday,11,5,95,763,143,29434,2.592240266,0.48583271,18589.89474,3.078072977
Video,Youtubers Analytics Explained,26-02-2024,2024,hd,FALSE,Friday,11,3,217,809,128,28967,2.792833224,0.441882142,8009.308756,3.234715366
Video,How Much $$$ Does Every Member of FaZe Make COMBINED????? 2016,27-02-2024,2024,hd,FALSE,Thursday,14,11,237,1313,320,85888,1.528735097,0.372578241,21743.79747,1.901313338
Video,Is Pewdiepie The #2 Youtuber?!?!?  :0,28-02-2024,2024,hd,FALSE,Wednesday,11,6,235,1145,267,44499,2.57309153,0.600013483,11361.44681,3.173105014
Video,How Much Money Does Smosh Make????? 2016,29-02-2024,2024,hd,FALSE,Tuesday,11,7,167,803,207,38675,2.076276665,0.535229476,13895.20958,2.611506141
Video,Who Are The Worst Youtubers?????,01-03-2024,2024,hd,FALSE,Sunday,11,5,216,2674,334,127578,2.09597266,0.261800624,35438.33333,2.357773284
Video,Subscriber Goals For 2016,02-03-2024,2024,hd,FALSE,Saturday,17,4,248,853,453,29225,2.918733961,1.550042772,7070.564516,4.468776732
Video,How Many People Do Youtube as a JOB?????,03-03-2024,2024,hd,FALSE,Thursday,11,8,174,643,133,23170,2.775140268,0.574018127,7989.655172,3.349158394
Video,How Much Money Does Syndicate Project Make????? 2016,04-03-2024,2024,hd,FALSE,Tuesday,11,8,204,586,123,36762,1.594037321,0.334584625,10812.35294,1.928621947
Video,Are Youtubers Millionaires?,05-03-2024,2024,hd,FALSE,Sunday,11,3,195,1904,313,83829,2.271290365,0.373379141,25793.53846,2.644669506
Video,Magecraft - Epic Hit! 11k Troops killed.,06-03-2024,2024,hd,FALSE,Saturday,11,7,233,547,213,21353,2.561700932,0.997517913,5498.626609,3.559218845
Video,Highest Paid Musicians????,07-03-2024,2024,hd,FALSE,Tuesday,11,3,288,1077,199,48648,2.213862852,0.40906101,10135,2.622923861
Video,Making Fun Of Youtubers Intros.,08-03-2024,2024,hd,FALSE,Monday,11,5,114,6026,564,256955,2.345157712,0.219493686,135239.4737,2.564651398
Video,10 Things You DIDNT Know About Youtube!,09-03-2024,2024,hd,FALSE,Sunday,11,7,181,902,126,31776,2.838620342,0.39652568,10533.48066,3.235146022
Video,Quitting?,10-03-2024,2024,hd,FALSE,Friday,11,1,226,3307,558,79489,4.16032407,0.701983922,21103.27434,4.862307992
Video,How Much Money Does Markiplier Make????? 2016,11-03-2024,2024,hd,FALSE,Sunday,11,7,154,1347,181,60806,2.215241917,0.297667993,23690.64935,2.51290991
Video,PewDiePie Uploads A Fake Video! LOL,12-03-2024,2024,hd,FALSE,Thursday,11,6,155,969,168,39735,2.438656097,0.422801057,15381.29032,2.861457154
Video,Pewdiepie Was On T.V.,13-03-2024,2024,hd,FALSE,Sunday,11,4,149,2723,355,86192,3.159225914,0.411871171,34708.18792,3.571097086
Video,Five Facts You Didnt Know About Youtube.,14-03-2024,2024,hd,FALSE,Monday,18,7,261,1269,226,43027,2.949310898,0.525251586,9891.264368,3.474562484
Video,Milestones And Plans For My Channel,15-03-2024,2024,hd,FALSE,Sunday,11,6,180,1068,217,36200,2.950276243,0.599447514,12066.66667,3.549723757
Video,How Much Money Did Gangnam Style Earn??? 2016,16-03-2024,2024,hd,FALSE,Wednesday,11,8,144,1234,196,52163,2.365661484,0.37574526,21734.58333,2.741406744
Video,Best League Player In The Universe.,17-03-2024,2024,hd,FALSE,Sunday,11,6,215,16622,1046,288513,5.761265524,0.362548655,80515.25581,6.123814178
Video,MageCraft - Beginners tutorial. (The app),18-03-2024,2024,hd,FALSE,Monday,14,6,527,643,171,25342,2.537289875,0.674769158,2885.237192,3.212059032
Video,How much money does VanossGaming Make? 2016,19-03-2024,2024,hd,FALSE,Sunday,11,7,200,2857,225,157755,1.8110361,0.142626224,47326.5,1.953662324
Video,Opening Old Basketball Cards! Ep. #1 (Michael Jordan Found),20-03-2024,2024,hd,FALSE,Tuesday,11,9,267,2178,237,80599,2.702266778,0.294048313,18112.13483,2.996315091
Video,20 Best Websites?????,21-03-2024,2024,hd,FALSE,Friday,11,3,404,1754,307,72787,2.409770976,0.421778614,10809.9505,2.83154959
Video,How Much Money Does Chris Smooth Make?????,22-03-2024,2024,hd,FALSE,Thursday,11,7,242,700,154,33560,2.085816448,0.458879619,8320.661157,2.544696067
Video,Money Problems,23-03-2024,2024,hd,FALSE,Wednesday,11,2,242,3148,328,130223,2.417391705,0.251875629,32286.69421,2.669267334
Video,Vanoss vs Speedy! Who is better? Updated.,24-03-2024,2024,hd,FALSE,Wednesday,11,7,225,840,244,27881,3.012804419,0.87514795,7434.933333,3.887952369
Video,Welcome To My Channel!,25-03-2024,2024,hd,FALSE,Monday,11,4,28,1179,155,44828,2.630052646,0.345766039,96060,2.975818685
Video,1500,26-03-2024,2024,hd,FALSE,Friday,11,1,143,5482,1298,153243,3.577324902,0.847020745,64297.76224,4.424345647
Video,How Much Money Does Yogscast Make????? 2016,27-03-2024,2024,hd,FALSE,Sunday,11,7,226,492,132,27840,1.767241379,0.474137931,7391.150442,2.24137931
Video,How Much Does WhiteBoy7thSt Make????? 2016,28-03-2024,2024,hd,FALSE,Friday,11,6,207,1564,166,121023,1.292316337,0.13716401,35079.13043,1.429480347
Video,How Much Does Epic Rap Battles Make?????,29-03-2024,2024,hd,FALSE,Thursday,25,7,200,615,126,24081,2.553880653,0.523234085,7224.3,3.077114738
Video,How Much Money Does FaZe Make?????,30-03-2024,2024,hd,FALSE,Wednesday,25,6,198,593,152,21405,2.770380752,0.710114459,6486.363636,3.480495211
Video,Top Youtube ShoutOuts,31-03-2024,2024,hd,FALSE,Wednesday,27,3,365,817,168,21822,3.743928146,0.769865274,3587.178082,4.513793419
Video,Youtube Dream,01-04-2024,2024,hd,FALSE,Tuesday,25,2,271,1497,472,43074,3.475414403,1.095788643,9536.678967,4.571203046
Video,In Dis Video I Play Minecraft. (Factions),02-04-2024,2024,hd,FALSE,Saturday,28,7,529,993,172,30381,3.268490175,0.566143313,3445.860113,3.834633488
Video,Youtube Grind,03-04-2024,2024,sd,FALSE,Saturday,4,2,200,1649,172,53061,3.107743917,0.324155218,15918.3,3.431899135
Video,Hacker in Ghost???? I Couldnt Kill Him.,04-04-2024,2024,hd,FALSE,Sunday,25,7,36,678,245,21446,3.161428705,1.142404178,35743.33333,4.303832883
Video,How Much Money Does Tmartn Make?????,05-04-2024,2024,hd,FALSE,Saturday,27,6,157,549,146,21236,2.585232624,0.687511772,8115.66879,3.272744396
Video,How Much Money Does FaZe Rain Make?????,06-04-2024,2024,hd,FALSE,Wednesday,25,7,215,809,130,40205,2.012187539,0.323342868,11220,2.335530407
Video,G2g Brb,07-04-2024,2024,hd,FALSE,Monday,25,2,180,757,289,20901,3.621836276,1.382708961,6967,5.004545237
Video,Crazy Nub Tub Reactions! Bo2 Fun!,08-04-2024,2024,hd,FALSE,Friday,28,6,220,724,231,20931,3.458984282,1.1036262,5708.454545,4.562610482
Video,Fun In COD. - Insane Reactions Lol,09-04-2024,2024,hd,FALSE,Tuesday,25,7,229,694,252,20911,3.318827411,1.20510736,5478.864629,4.523934771
Video,Minecraft Build-off Fun!!!!!,10-04-2024,2024,hd,FALSE,Monday,25,3,213,1063,176,33022,3.219066077,0.532978015,9301.971831,3.752044092
Video,This Kid Should Quit COD....,11-04-2024,2024,hd,FALSE,Monday,25,5,77,977,171,43983,2.22131278,0.388786577,34272.46753,2.610099357
Video,Computer vs Console My Perspective.,12-04-2024,2024,hd,FALSE,Monday,25,5,205,1403,261,51944,2.700985677,0.502464192,15203.12195,3.203449869
Video,5 Youtubers I Think Will Be Famous...,13-04-2024,2024,hd,FALSE,Saturday,25,7,264,4054,730,140452,2.886395352,0.51975052,31920.90909,3.406145872
Video,How Much Does PewDiePie Make????? 2016,14-04-2024,2024,hd,FALSE,Saturday,29,6,206,3778,330,195645,1.931048583,0.168672851,56983.98058,2.099721434
Video,I Got Really Really Really Bored....,15-04-2024,2024,hd,FALSE,Saturday,25,6,52,882,229,26741,3.298305972,0.856362888,30855,4.154668861
Video,How Much Money Does Penguinz0 Make????? 2016,16-04-2024,2024,hd,FALSE,Friday,26,7,175,2481,357,61836,4.012225888,0.577333592,21200.91429,4.58955948
Video,How Much Money Does CaptainSparkles Make????? 2016,17-04-2024,2024,hd,FALSE,Thursday,25,7,183,3531,313,269989,1.30783106,0.115930649,88520.98361,1.423761709
Video,How Much Money Does Tobuscus Make?????,18-04-2024,2024,hd,FALSE,Wednesday,25,6,142,810,194,33163,2.442481078,0.584989295,14012.53521,3.027470374
Video,COD IS NOT DEAD,19-04-2024,2024,hd,FALSE,Thursday,25,4,202,1546,260,41738,3.704058652,0.622933538,12397.42574,4.326992189
Video,Storm,20-04-2024,2024,hd,FALSE,Wednesday,25,1,181,4422,663,126483,3.496122008,0.524181115,41928.0663,4.020303124
Video,Hearthstone - All Beards Challenge!,21-04-2024,2024,hd,FALSE,Thursday,25,5,1433,962,205,35632,2.699820386,0.57532555,1491.919051,3.275145936
Video,Youtube ad.,22-04-2024,2024,hd,FALSE,Sunday,25,2,38,6133,331,253734,2.417098221,0.130451575,400632.6316,2.547549796
Video,Impossible,23-04-2024,2024,hd,FALSE,Sunday,25,1,233,1653,299,43238,3.823026042,0.691521347,11134.24893,4.514547389
Video,Motivation,24-04-2024,2024,hd,FALSE,Thursday,25,1,174,1943,235,44064,4.40949528,0.533315178,15194.48276,4.942810458
Video,1k Subs,25-04-2024,2024,hd,FALSE,Sunday,25,2,195,1253511,93036,16717225,7.498319847,0.556527773,5143761.538,8.05484762
Video,Yup I is the best at the game.,26-04-2024,2024,hd,FALSE,Saturday,25,8,430,3015,339,131523,2.292374718,0.257749595,18352.04651,2.550124313
Video,Should I join FaZe?????,27-04-2024,2024,hd,FALSE,Friday,29,4,210,10365,1402,428757,2.417453243,0.326991746,122502,2.744444989
Video,Youtube Networks Requirerments. (Machinima TGN 8byte....),28-04-2024,2024,hd,FALSE,Tuesday,25,6,286,762,154,48082,1.584792646,0.320286178,10087.13287,1.905078824
Video,Two Years of Youtube.,29-04-2024,2024,hd,FALSE,Monday,25,4,271,5875,520,212507,2.764614813,0.244697822,47049.5203,3.009312634
Video,How Much Money Does Element Animation Make?????,30-04-2024,2024,hd,FALSE,Sunday,25,7,209,1923,261,89130,2.15752272,0.292830697,25587.55981,2.450353416
Video,How Much Money Does Skydoesminecraft Make????,01-05-2024,2024,hd,FALSE,Sunday,25,6,167,933,309,37540,2.485348961,0.823122003,13487.42515,3.308470964
Video,Should College Athletes Be Paid?????,02-05-2024,2024,hd,FALSE,Saturday,25,5,276,1180,241,43482,2.713766616,0.554252334,9452.608696,3.26801895
Video,Beast Channel Trailer,03-05-2024,2024,hd,FALSE,Friday,25,3,121,1133,179,36002,3.147047386,0.4971946,17852.2314,3.644241987
Video,What It Takes To Be A Full Time Youtuber...,04-05-2024,2024,hd,FALSE,Thursday,25,9,281,1024,333,27511,3.722147505,1.210424921,5874.234875,4.932572426
Video,How Video Games Boosted My SAT Score. Lol,05-05-2024,2024,hd,FALSE,Wednesday,25,8,177,984,189,31860,3.088512241,0.593220339,10800,3.68173258
Video,How Much Money Do I Make?????,06-05-2024,2024,hd,FALSE,Sunday,22,6,250,3399,559,97912,3.471484598,0.570920827,23498.88,4.042405425
Video,Update,07-05-2024,2024,hd,FALSE,Thursday,22,1,261,1001,279,29258,3.421286486,0.953585344,6725.977011,4.37487183
Video,Subscribers.,08-05-2024,2024,hd,FALSE,Saturday,22,1,180,1941,952,53711,3.613784886,1.772448847,17903.66667,5.386233732
Video,How Much Money Does KyRs Speedys Crew Make?????,09-05-2024,2024,hd,FALSE,Sunday,22,8,174,1370,273,64653,2.119004532,0.422254188,22294.13793,2.54125872
Video,How Many Youtubers Are Millionaries?????,10-05-2024,2024,hd,FALSE,Wednesday,22,5,233,5098,1279,226669,2.249094495,0.564258897,58369.69957,2.813353392
Video,Flappy Bird - Builders Showdown Which is Better?,11-05-2024,2024,hd,FALSE,Sunday,25,8,85,1666,369,55539,2.999693909,0.664397991,39204,3.664091899
Video,New COD Zombies In 2014?????,12-05-2024,2024,hd,FALSE,Sunday,22,5,151,1347,288,44715,3.012411942,0.644079168,17767.54967,3.65649111
Video,Minecraft Mansion Timelapse,13-05-2024,2024,hd,FALSE,Saturday,26,3,302,17691,2318,536509,3.297428375,0.432052398,106591.1921,3.729480773
Video,Top 5 NON-COPYRIGHTED Songs!!!!!,14-05-2024,2024,hd,FALSE,Monday,22,4,204,2370,389,74455,3.18313075,0.522463233,21898.52941,3.705593983
Video,Vanoss vs Speedy! Which is better?,15-05-2024,2024,hd,FALSE,Sunday,22,6,187,1903,879,79662,2.388842861,1.103411915,25560,3.492254776
Video,I Hate Pewdiepie!!!!!,16-05-2024,2024,hd,FALSE,Saturday,22,3,126,223406,15684,2741710,8.148418323,0.572051749,1305576.19,8.720470072
Video,Does Spam Work?????,17-05-2024,2024,hd,FALSE,Monday,22,3,255,4577,616,217178,2.107487867,0.283638306,51100.70588,2.391126173
Video,100th VIDEO SPECIAL!,18-05-2024,2024,hd,FALSE,Monday,22,3,284,9272,1226,229091,4.047299981,0.535158518,48399.50704,4.582458499
Video,The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,19-05-2024,2024,hd,FALSE,Saturday,22,11,1519,2162,334,65046,3.323801617,0.513482766,2569.295589,3.837284383
Video,Has Youtube Met Its Match?????,20-05-2024,2024,hd,FALSE,Sunday,22,5,164,1270,227,47135,2.694388459,0.481595417,17244.5122,3.175983876
Video,How Much Money Does Pewdiepie Make????? (Updated 2015),21-05-2024,2024,hd,FALSE,Saturday,31,8,250,17941,1666,904871,1.982713558,0.184114642,217169.04,2.1668282
Video,Battle Pirates my base.,22-05-2024,2024,hd,FALSE,Tuesday,8,4,176,1032,262,34869,2.959648972,0.751383751,11887.15909,3.711032722
Video,Battle Pirates Hellstrike Base attack.,23-05-2024,2024,hd,FALSE,Sunday,8,5,172,943,268,30144,3.12831741,0.889065817,10515.34884,4.017383227
Video,Battle Pirates Unstoppable Ship!,24-05-2024,2024,hd,FALSE,Sunday,8,4,133,1155,574,26195,4.409238404,2.191257874,11817.29323,6.600496278
Video,Best Hellstrike Build???? (Battle Pirates),25-05-2024,2024,hd,FALSE,Sunday,8,5,97,817,334,26048,3.136517199,1.282248157,16112.16495,4.418765356
Video,Marauder Builds Battle Pirates In Depth Builds.,26-05-2024,2024,hd,FALSE,Sunday,8,7,186,1155,520,26036,4.43616531,1.997234598,8398.709677,6.433399908
Video,Battle pirates How To Auto Lvl 40 Salvages.,27-05-2024,2024,hd,FALSE,Sunday,2,8,78,1063,376,27547,3.858859404,1.364939921,21190,5.223799325
Video,Hellstrikes vs 7 halos!,28-05-2024,2024,hd,FALSE,Friday,2,4,96,970,283,34715,2.79418119,0.815209564,21696.875,3.609390753
Video,Battle Pirates Hellstrike vs Epic Base!,29-05-2024,2024,hd,FALSE,Tuesday,3,6,58,1016,307,29973,3.389717412,1.024255163,31006.55172,4.413972575
Video,Battle Pirates Another Hellstrike Fail.,30-05-2024,2024,hd,FALSE,Wednesday,4,5,57,1045,289,29487,3.543934615,0.980092922,31038.94737,4.524027538
Video,Battle pirates Hellstrike fail!,31-05-2024,2024,hd,FALSE,Wednesday,5,4,47,1022,273,30049,3.401111518,0.90851609,38360.42553,4.309627608
Video,Battle Pirates lvl 66 vs Missile Cruiser x Fleet!,01-06-2024,2024,hd,FALSE,Tuesday,3,9,84,977,239,31590,3.092750871,0.756568534,22564.28571,3.849319405
Video,Battle Pirates Hellstrike Too Overpowered????,02-06-2024,2024,sd,FALSE,Saturday,22,5,160,978,227,31331,3.121509049,0.724522039,11749.125,3.846031087
Video,Battle Pirates All Sentinel Base.,03-06-2024,2024,hd,FALSE,Thursday,4,5,72,1088,287,32427,3.355228667,0.885064915,27022.5,4.240293583
Video,Battle pirates Lvl 58 Mercury Base Attack!,04-06-2024,2024,hd,FALSE,Thursday,2,7,76,1169,270,44018,2.655731746,0.613385433,34751.05263,3.269117179
Video,Battle Pirates Stingray vs Mercury Epic Battle!,05-06-2024,2024,hd,FALSE,Thursday,5,7,66,1215,341,32612,3.72562247,1.045627376,29647.27273,4.771249847
Video,OpTiC NaDeShOt Got Hack!!,06-06-2024,2024,hd,FALSE,Wednesday,22,4,165,1334,273,39869,3.345958012,0.684742532,14497.81818,4.030700544
Video,Epic Ghost Multiplayer EasterEggs! (PrisonBreak Sovereign and Flooded),07-06-2024,2024,hd,FALSE,Sunday,11,8,100,1883,263,47531,3.961625045,0.553323094,28518.6,4.514948139
Video,Why Google Does Not Care What We Think....,08-06-2024,2024,hd,FALSE,Sunday,11,8,180,4337,633,210466,2.060665381,0.300761168,70155.33333,2.361426549
Video,My First Kem Strike!,09-06-2024,2024,hd,FALSE,Saturday,13,4,269,1800,505,39604,4.544995455,1.275123725,8833.605948,5.82011918
Video,Google+ The Death Of Youtube?????,10-06-2024,2024,hd,FALSE,Wednesday,11,5,163,2126,360,71701,2.965091142,0.502085048,26393.00613,3.46717619
Video,How Much Money Does PewDiePie Make?????,11-06-2024,2024,hd,FALSE,Tuesday,17,6,332,10287,1156,469451,2.191283009,0.246245082,84840.54217,2.437528091
Video,Most Overpowered Guns In Ghost!,12-06-2024,2024,hd,FALSE,Monday,11,5,160,2195,291,55923,3.925039787,0.52035835,20971.125,4.445398137
Video,Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),13-06-2024,2024,hd,FALSE,Thursday,11,8,15,1681,272,55398,3.034405574,0.490992455,221592,3.525398029
Video,Battle Pirates!,14-06-2024,2024,hd,FALSE,Saturday,11,2,215,2041,528,49086,4.158008393,1.075663122,13698.4186,5.233671515
Video,How To Duplicate Diamonds!!!!,15-06-2024,2024,hd,FALSE,Sunday,11,4,37,4202,534,101482,4.140635778,0.526201691,164565.4054,4.666837469
Video,50k Video Views!!!! EpicSauce!,16-06-2024,2024,hd,FALSE,Sunday,11,4,103,6375,659,161369,3.950572911,0.408380792,94001.35922,4.358953702
Video,If This Video Gets One Million Views.....,17-06-2024,2024,hd,FALSE,Saturday,0,7,46,1025288,69860,10788959,9.50312259,0.647513815,14072555.22,10.15063641
Video,These Were The Good Days....,18-06-2024,2024,hd,FALSE,Thursday,11,5,52,2762,364,84716,3.260305019,0.4296709,97749.23077,3.68997592
Video,Channel Update.,19-06-2024,2024,hd,FALSE,Friday,11,2,162,2815,351,86350,3.259988419,0.406485235,31981.48148,3.666473654
Video,Funny Noob Tubing Reaction Montage!,20-06-2024,2024,hd,FALSE,Friday,11,5,149,2176,414,64491,3.374114217,0.64195004,25969.5302,4.016064257
Video,Minecraft How To Grief Without Being Seen!,21-06-2024,2024,hd,FALSE,Wednesday,11,7,63,3790,561,99291,3.817062977,0.565005892,94562.85714,4.382068868
Video,Buried Round 50 Gameplay! Black ops 2 Zombies.,22-06-2024,2024,hd,FALSE,Monday,11,8,82,2463,368,64725,3.805330243,0.568559289,47359.7561,4.373889533
Video,Minecraft Lets Play Ep. # 2 - Having Fun and Derping!,23-06-2024,2024,hd,FALSE,Monday,11,11,898,4840,760,107196,4.515093847,0.708981678,7162.316258,5.224075525
Video,Worlds Biggest Ball Of TNT Minecraft!  Challenge Video!,24-06-2024,2024,hd,FALSE,Friday,11,8,105,13058,1409,367171,3.556381087,0.383744904,209812,3.94012599
Video,How To Get A Gaming Partnership And What It Is.,25-06-2024,2024,hd,FALSE,Thursday,11,10,409,2003,486,45535,4.398814099,1.06731086,6679.9511,5.466124959
Video,Camping Montage.... LOL,26-06-2024,2024,hd,FALSE,Monday,11,3,200,2065,411,51686,3.995279186,0.795186317,15505.8,4.790465503
Video,Black Ops 2! Mini Update Video.,27-06-2024,2024,hd,FALSE,Monday,11,6,235,2242,624,44233,5.068613931,1.41071146,11293.53191,6.479325391
Video,Randomness,28-06-2024,2024,hd,FALSE,Friday,11,1,318,2321,746,44364,5.231719412,1.681543594,8370.566038,6.913263006
Video,203 Kill Game! Thanks For 300 Subscribers!,29-06-2024,2024,hd,FALSE,Thursday,11,7,266,3821,890,87063,4.388775944,1.022248257,19638.27068,5.411024201
Video,Call of Duty Ghost Multiplier Reveal Trailer Release Date!,30-06-2024,2024,hd,FALSE,Tuesday,11,9,230,2194,464,52274,4.197115201,0.887630562,13636.69565,5.084745763
Video,Insane Black Ops 2 HACKER!!!!,01-07-2024,2024,hd,FALSE,Tuesday,11,5,359,3817,530,128307,2.974896148,0.413071773,21444.06685,3.387967921
Video,Top Subscribed To Channels? BO2 w/ commentary!,02-07-2024,2024,hd,FALSE,Sunday,11,7,338,2581,600,56373,4.578432938,1.064339311,10007.04142,5.642772249
Video,Career Ender ....  LOL,03-07-2024,2024,hd,FALSE,Sunday,11,4,26,2436,356,74805,3.256466814,0.475904017,172626.9231,3.732370831
Video,I Bought A New Microphone!  (quality test),04-07-2024,2024,hd,FALSE,Saturday,12,7,175,3036,490,82148,3.695768613,0.596484394,28165.02857,4.292253007
Video,Top 10 Worst Guns in Call Of Duty History!,05-07-2024,2024,hd,FALSE,Thursday,4,9,259,4723,557,113040,4.178167021,0.492745931,26186.87259,4.670912951
Video,Black ops 2 Patch news!,06-07-2024,2024,hd,FALSE,Wednesday,5,5,233,2725,610,61705,4.41617373,0.98857467,15889.69957,5.4047484
Video,Black ops 2 Invisible equipment and scorestreak glitch!,07-07-2024,2024,hd,FALSE,Sunday,6,8,147,3053,436,76589,3.986212119,0.56927235,31260.81633,4.555484469
Video,Im Back! Update Video....,08-07-2024,2024,hd,FALSE,Friday,6,4,204,3919,574,94242,4.158443157,0.609070266,27718.23529,4.767513423
Video,Minecraft Lets Play! Ep. 1. The Beginning!,09-07-2024,2024,hd,FALSE,Monday,3,7,1107,17422,2182,456567,3.815869303,0.477914523,24746.17886,4.293783826
Video,Channel Trailer....,10-07-2024,2024,hd,FALSE,Saturday,2,2,48,6041,690,140192,4.30909039,0.49218215,175240,4.801272541
Video,Black ops 2 Shotgun gameplay w/ commentary....  Ps4 or Xbox?,11-07-2024,2024,hd,FALSE,Saturday,9,10,362,4201,678,137591,3.05325203,0.492764788,22805.13812,3.546016818
Video,Black ops 2 Gameplay w/ commentary. Hipsters,12-07-2024,2024,hd,FALSE,Wednesday,6,7,261,7379,727,181669,4.061782693,0.400178346,41762.98851,4.461961039
Video,Project Zomboid Lets Play ep [04] lots of stuff,13-07-2024,2024,hd,FALSE,Tuesday,2,9,945,3144,754,61763,5.090426307,1.220795622,3921.460317,6.311221929
Video,Project Zomboid Lets Play ep. [03] Looting and storing.,14-07-2024,2024,hd,FALSE,Monday,0,9,1474,3076,744,61897,4.969546182,1.201996866,2519.552239,6.171543047
